1.000000000000000000e+00,1.000000000000000000e+00,4.931864406779660759e-01,0.000000000000000000e+00,1.110223024625156540e-16
2.000000000000000000e+00,1.000000000000000000e+00,4.931864406779660759e-01,0.000000000000000000e+00,1.110223024625156540e-16
3.000000000000000000e+00,1.000000000000000000e+00,4.931864406779660759e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,4.931864406779660759e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,4.931864406779660759e-01,0.000000000000000000e+00,1.110223024625156540e-16
6.000000000000000000e+00,1.000000000000000000e+00,9.853728813559321509e-01,0.000000000000000000e+00,-7.372574772901430151e-16
7.000000000000000000e+00,1.000000000000000000e+00,9.853728813559321509e-01,0.000000000000000000e+00,-2.602085213965210642e-17
8.000000000000000000e+00,1.000000000000000000e+00,9.853728813559321509e-01,0.000000000000000000e+00,1.214306433183764966e-17
9.000000000000000000e+00,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,-2.220446049250313081e-16
1.000000000000000000e+01,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,5.551115123125782702e-16
1.200000000000000000e+01,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,-5.551115123125782702e-16
1.300000000000000000e+01,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00,1.477559322033898059e+00,0.000000000000000000e+00,1.110223024625156540e-16
1.500000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,7.771561172376095783e-16
1.600000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,9.992007221626408864e-16
1.700000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,4.440892098500626162e-16
1.800000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,2.220446049250313081e-16
1.900000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,9.992007221626408864e-16
2.000000000000000000e+01,1.000000000000000000e+00,1.969745762711864190e+00,0.000000000000000000e+00,4.440892098500626162e-16
1.000000000000000000e+00,1.000000000000000000e+01,2.954118644067796229e+00,0.000000000000000000e+00,4.662936703425657470e-15
2.000000000000000000e+00,1.000000000000000000e+01,3.446305084745762581e+00,0.000000000000000000e+00,1.776356839400250465e-15
3.000000000000000000e+00,1.000000000000000000e+01,3.938491525423728490e+00,0.000000000000000000e+00,2.220446049250313081e-16
4.000000000000000000e+00,1.000000000000000000e+01,3.938491525423728490e+00,0.000000000000000000e+00,-4.440892098500626162e-16
5.000000000000000000e+00,1.000000000000000000e+01,3.938491525423728490e+00,0.000000000000000000e+00,-8.881784197001252323e-16
6.000000000000000000e+00,1.000000000000000000e+01,4.430677966101694842e+00,0.000000000000000000e+00,-1.776356839400250465e-15
7.000000000000000000e+00,1.000000000000000000e+01,4.430677966101694842e+00,0.000000000000000000e+00,-8.881784197001252323e-16
8.000000000000000000e+00,1.000000000000000000e+01,4.922864406779661195e+00,0.000000000000000000e+00,2.664535259100375697e-15
9.000000000000000000e+00,1.000000000000000000e+01,4.922864406779661195e+00,0.000000000000000000e+00,-1.554312234475219157e-15
1.000000000000000000e+01,1.000000000000000000e+01,5.415050847457627547e+00,0.000000000000000000e+00,2.220446049250313081e-15
1.100000000000000000e+01,1.000000000000000000e+01,5.415050847457627547e+00,0.000000000000000000e+00,2.664535259100375697e-15
1.200000000000000000e+01,1.000000000000000000e+01,5.907237288135593012e+00,0.000000000000000000e+00,1.110223024625156540e-15
1.300000000000000000e+01,1.000000000000000000e+01,5.907237288135593012e+00,0.000000000000000000e+00,1.998401444325281773e-15
1.400000000000000000e+01,1.000000000000000000e+01,6.399423728813559364e+00,0.000000000000000000e+00,-2.886579864025407005e-15
1.500000000000000000e+01,1.000000000000000000e+01,6.891610169491525717e+00,0.000000000000000000e+00,-4.884981308350688778e-15
1.600000000000000000e+01,1.000000000000000000e+01,7.383796610169491181e+00,0.000000000000000000e+00,2.664535259100375697e-15
1.700000000000000000e+01,1.000000000000000000e+01,7.875983050847457534e+00,0.000000000000000000e+00,1.776356839400250465e-15
1.800000000000000000e+01,1.000000000000000000e+01,8.368169491525422998e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+01,9.352542372881355703e+00,0.000000000000000000e+00,3.108624468950438313e-15
2.000000000000000000e+01,1.000000000000000000e+01,1.033691525423728663e+01,0.000000000000000000e+00,-4.440892098500626162e-16
1.000000000000000000e+00,1.000000000000000021e-03,1.000000000000000021e-03,0.000000000000000000e+00,-1.776356839400250465e-15
2.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,0.000000000000000000e+00,5.329070518200751394e-15
3.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,0.000000000000000000e+00,4.440892098500626162e-16
4.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,0.000000000000000000e+00,9.992007221626408864e-16
5.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,0.000000000000000000e+00,3.330669073875469621e-15
6.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,1.000000000000000000e+00,4.440892098500626162e-16
7.000000000000000000e+00,1.000000000000000021e-03,4.931864406779660759e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.000000000000000021e-03,9.853728813559321509e-01,1.000000000000000000e+00,-1.023486850826316186e-16
9.000000000000000000e+00,1.000000000000000021e-03,9.853728813559321509e-01,1.000000000000000000e+00,7.858297346174936138e-16
1.000000000000000000e+01,1.000000000000000021e-03,9.853728813559321509e-01,1.000000000000000000e+00,7.858297346174936138e-16
1.100000000000000000e+01,1.000000000000000021e-03,9.853728813559321509e-01,1.000000000000000000e+00,4.338543413417994543e-15
1.200000000000000000e+01,1.000000000000000021e-03,1.477559322033898059e+00,1.000000000000000000e+00,1.397770788003072084e-13
1.300000000000000000e+01,1.000000000000000021e-03,1.477559322033898059e+00,1.000000000000000000e+00,3.319566843629218056e-14
1.400000000000000000e+01,1.000000000000000021e-03,1.477559322033898059e+00,1.000000000000000000e+00,-3.963496197911808849e-14
1.500000000000000000e+01,1.000000000000000021e-03,1.477559322033898059e+00,1.000000000000000000e+00,1.221245327087672194e-15
1.600000000000000000e+01,1.000000000000000021e-03,1.969745762711864190e+00,1.000000000000000000e+00,8.881784197001252323e-16
1.700000000000000000e+01,1.000000000000000021e-03,1.969745762711864190e+00,1.000000000000000000e+00,2.042810365310288034e-14
1.800000000000000000e+01,1.000000000000000021e-03,1.969745762711864190e+00,1.000000000000000000e+00,-8.881784197001252323e-16
1.900000000000000000e+01,1.000000000000000021e-03,1.969745762711864190e+00,1.000000000000000000e+00,-1.865174681370262988e-14
2.000000000000000000e+01,1.000000000000000021e-03,1.969745762711864190e+00,1.000000000000000000e+00,6.217248937900876626e-15
